Name,Business Type,Company Type,Ships To,Mailing Address,City,State,Zip,Phone,Fax,Email,Website,Description,Supply Categories,Slug
Wells Nursery LLC,"Nursery, Grower, Garden Center","Plants, Garden Center","Upper Midwest, Rocky Mountain, Pacific Northwest",,,,,360-336-6545,,wholesale@wellsnurseries.com,https://wellsnurseries.com/,"Located north of Seattle WA in Skagit Valley, Wells Nursery is a third-generation family-owned nursery since 1936. We are a propagator and field grower of hardy, ornamental grafted conifers for the national market,  70 acres of production. Offering forms of spruce, pine, fir and cedar. Columnar, weeping, full upright and dwarf. Trucks are custom hand loaded for each order, not by palette. Numerous plant introductions still in production. We are fortunate to have our generics to be continually in demand. Allocations are prevalent at this time.",,wells-nursery-llc
West Coast Feed & Seed,Re-Wholesaler/Broker,Garden Center,,"West Coast Feed & Seed, 102 SE Booth Bend Rd., McMinnville, OR 97128",McMinnville,OR,97128,503-472-9551,,chernandez@wcfeedseed.com,,,,west-coast-feed-seed
West Coast Landscape Resources,Re-Wholesaler/Broker,Sales,"Southwest, Pacific Northwest","West Coast Landscape Resources, 16915 N Umpqua Hwy, Roseburg, OR 97470",Roseburg,OR,97470,,,clematinecrippen@gmail.com,,,,west-coast-landscape-resources
WestHort,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","WestHort, 14612 NE 91st St., Redmond, WA 98052",Redmond,WA,98052,800-200-8023,877-208-9748,info@westhort.com,http://www.westhort.com/,"Thermal transfer printers and all related media. Tree tags, adhesive labels, pot stakes. Sales and service of all thermal printers.",,westhort
Westcan Greenhouses,"Grower, Greenhouse",Plants,"Southwest, Pacific Northwest, Canada","Westcan Greenhouses, 2527 - 210 St., Langley, BC V2Z 2A9",,,,604-530-9298,605-530-9966,office@westcangrhs.com,http://www.westcangrhs.com,"Westcan Greenhouses is a custom contract propagator of shrubs, perennials, edibles, ground covers, and much more. We also process TC material from all over the world for our customers.",,westcan-greenhouses
Western Evergreen,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Western Evergreen, 2791 Silver Falls Dr. SE, Silverton, OR 97381",Silverton,OR,97381,503-873-0119,503-873-0119,info@westernevergreen.com,http://www.westernevergreen.com/,"Grower of ready-to-graft understock, grafted conifer liners and #1's (1 gal.) ready to field plant or move up. Concentrating on dwarf, rare and unusual conifers that are retail-ready in a #1. Growing hard-to-find as well as high-production cultivars.",,western-evergreen
Western Pulp Products Company,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,541-757-1151,541-757-8613,sales@westernpulp.com,https://www.westernpulp.com/nursery-containers,"Premium
quality molded-fiber Nursery and Greenhouse Containers, Patio Planters, fully
wax-permeated Hanging Baskets, and Garden Planters. Plantable containers. 
Made in Oregon from recycled paper.",Biodegradable Containers; Containers (also see Pots); HANGING BASKETS; Molded Fiber Greenhouse Containers; Molded Fiber Nursery Containers; Nursery Containers; Patio Planters; POTS (also see CONTAINERS); Pulp Containers,western-pulp-products-company
White Christmas Tree Farm & Nursery,Grower,,"Southwest, Pacific Northwest","White Christmas Tree Farm & Nursery, PO Box 351, Silverton, OR 97381-0351",Silverton,OR,97381-0351,503-873-3382,503-874-9404,caw@teleport.com,http://www.whitechristmastreefarm.com/,,,white-christmas-tree-farm-nursery
White Oak Natural Resources LLC,Other,,,"White Oak Natural Resources LLC, 130 NW 6th St., Ste B, McMinnville, OR 97128-5582",McMinnville,OR,97128-5582,503-487-8277,,whiteoakforestrywinwin@gmail.com,http://whiteoaknrs.com,,,white-oak-natural-resources-llc
Wiggins Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Wiggins Nursery, 13156 Pulver Rd., Mount Vernon, WA 98273",Mount Vernon,WA,98273,360-757-1952,360-757-4307,wiggins.nursery@comcast.net,http://www.wigginsnursery.com/,,,wiggins_nursery
Wilbur-Ellis Company,Allied Service or Supplier,,,"Wilbur-Ellis Company, PO Box 7, Woodburn, OR 97071-0007",Woodburn,OR,97071-0007,503-981-3521,503-981-5747,kdoubrava@wilburellis.com,http://www.wilburellis.com/,"Full-service nursery chemical and fertilizer distributor, specializing in custom-blended dry and liquid fertilizer, soil and tissue sampling, and plant diagnostics.","Certified Crop Adviser; Chemicals (Insecticides, Herbicides, Fungicides); FERTILIZER (also see CHEMICALS)",wilbur-ellis-company
Wild Wisdom Wool,Allied Service or Supplier,,,"Wild Wisdom Wool, 24305 Yamhill River Rd., Willamina, OR 97396",Willamina,OR,97396,971-312-2295,,mossygoat@yahoo.com,https://www.wildwisdomwool.com,"Wild Wisdom Wool Pellets for plants. A multi-benefit plant fertilizer.
Also, Wild Wisdom Wool Mulch. An organic multi benefit mulch. Both Products
available in retail size packaging and commercial bulk quantity.",MULCHING MATERIALS; Natural Bio-Organic Soil Amendments; Organic Fertilizer; Propagation Aids; Slow-Release Fertilizer; WATER RETENTION,wild-wisdom-wool
Wildlands Nursery and Wildlands Inc.,"Nursery, Grower",Plants,"Rocky Mountain, Pacific Northwest","Wildlands Nursery and Wildlands Inc., 1941 Saint St., Richland, WA 99354",Richland,WA,99354,509-375-4177,509-375-4717,info@wildlandsnursery.com,http://www.wildlandsnursery.com/,Wildlands Nursery specializes in drought-tolerant native plants indigenous to the intermountain Western states. Our hardy plant stock is grown outdoors and is ideal for your revegetation and natural landscaping needs.,,wildlands-nursery-and-wildlands-inc
Wildwood Nursery,Garden Center,,,"Wildwood Nursery, 8374 Old Highway 99 S, Winston, OR 97496-9573",Winston,OR,97496-9573,541-679-4006,541-679-7881,mlmadson@hotmail.com,,"Historic nursery. Douglas Countys first, largest and most beautiful.",,wildwood-nursery
Willamette Gardens,Grower,Specialty Nurseries & U-Cut Christmas Trees,"Northeast, Southwest, Pacific Northwest, Canada","Willamette Gardens, 3290 SW Willamette Ave., Corvallis, OR 97333-1509",Corvallis,OR,97333-1509,541-990-0948,541-754-9326,natives@willamettegardens.com,http://www.willamettegardens.com/,"Willamette Gardens is a small boutique native plant nursery with a personal touch. Wholesale and retail by appointment only. Container-grown native perennials, small shrubs and some tree species. No pesticides and no herbicides.",,willamette-gardens
Willamette Hazelnut,Grower,,,"Willamette Hazelnut, 14975 NE Tangen Rd, Newberg, OR 97132",Newberg,OR,97132,,,accounting@whazelnut.com,,,,willamette-hazelnut
Willamette Nurseries Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Willamette Nurseries Inc., PO Box 3, Canby, OR 97013-8501",Canby,OR,97013-8501,503-263-6405,503-266-6302,willametteinfo@canby.com,http://www.willamettenurseries.com/,Shade and fruit tree understock and liner producer.,,willamette-nurseries-inc
Willamette Tree Wholesale Inc.,"Grower, Re-Wholesaler/Broker",,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Willamette Tree Wholesale Inc., 3491 Brooklake Rd. NE, Salem, OR 97303",Salem,OR,97303,503-390-2512,503-393-3817,sales@willamettetree.com,http://www.willamettetree.com/,"Wholesale tree grower offering a large variety of shade, ornamental and conifers in B&B, bare root and container.",,willamette-tree-wholesale-inc
Willamette Willows,Grower,Plants,,"Willamette Willows, 33131 Tate Road, Creswell, OR 97426",Creswell,OR,97426,985-774-1888,,alana@willamettewillows.com,,,,willamette-willows
Williams Fuel & Landscape Supply,Garden Center,,Pacific Northwest,"Williams Fuel & Landscape Supply, 44975 SW Seghers Rd., Gaston, OR 97119-9108",Gaston,OR,97119-9108,503-357-6730,503-359-8409,williamsfuel@aol.com,http://www.williams-fuel.com,"Landscape supply center providing quality supplies to homeowners, landscapers and nurseries for more than 60 years.",LANDSCAPE CONTRACTOR SUPPLIES,williams-fuel-landscape-supply
Williams Tree Farm,Grower,,Pacific Northwest,"Williams Tree Farm, 18000 S Shiloh Ln., Oregon City, OR 97045-9254",Oregon City,OR,97045-9254,503-631-7532,503-631-7536,rickwilliams@ccgmail.net,,,,williams-tree-farm
Windy Ridge Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Pacific Northwest, Canada",,,,,503-667-7037,503-661-7315,windyridgenursery@outlook.com,http://wrntrees.com,"Wholesale grower of quality shade, ornamental and 50 varieties of conifer trees. Our grafted liner operation produces 100,000 deciduous and conifers annually.Please visit our website to see current availability:www.wrntrees.com.",,windy-ridge-nursery
Wonderful Laboratories,Allied Service or Supplier,Business Services & Supplies,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Wonderful Laboratories, 5801 E Lerdo Hwy, Shafter, CA 93263",Shafter,CA,93263,661-336-8395,,Inquiry.Laboratories@wonderful.com,http://www.wonderfullaboratories.com,,,wonderful-laboratories
Woodburn Nursery & Azaleas Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Woodburn Nursery & Azaleas Inc., 13009 McKee School Rd. NE, Woodburn, OR 97071",Woodburn,OR,97071,503-634-2231,503-634-2238,sales@woodburnnursery.com,http://www.woodburnnursery.com/,,,woodburn-nursery-azaleas-inc
Wooden Shoe Tulip Farm,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest",,,,,503-634-2243,503-634-2710,office@woodenshoe.com,http://www.woodenshoe.com/,"Our family farm began in 1950 with the marriage of Ross and Dorothy and their purchase of the main farm. They worked hard expanding the farm and getting their six children through college.By the early 1980's we had over 15 acres of tulips and needed to broaden the market base. Seeing this as an opportunity, in 1983 we started the Wooden Shoe Bulb Company which had a name change to Wooden Shoe Tulip Farm in 2001.In the first few years we printed up black and white order sheets and sales were slow. Then, in 1985, we opened our fields for Easter weekend. The rest you may say is history.Now we open our fields for an entire month, end of March through the first week of May. We have greatly expanded our operation to include taking bulb orders, cut tulips and daffodils, potted tulips, a gift shop, and all sorts of food and activities on weekends for all members of the family.",,wooden-shoe-tulip-farm
Woodland Ornamentals,Grower,,,"Woodland Ornamentals, PO Box 1650, Silverton, OR 97381-0337",Silverton,OR,97381-0337,503-873-8050,503-873-8355,ddalisky@gmail.com,,,,woodland-ornamentals
Wright Lumber,Allied Service or Supplier,Business Services & Supplies,"Southwest, Pacific Northwest","Wright Lumber, PO Box 170, Dexter, OR 97431",Dexter,OR,97431,541-688-2887,,sean@wrightlumber.net,http://www.wrightlumber.net,,LUMBER,wright-lumber
Wurdinger Manufacturing Inc.,Allied Service or Supplier,,"Upper Midwest, Pacific Northwest","Wurdinger Manufacturing Inc., 19946 Abiqua Rd. NE, Scotts Mills, OR 97375",Scotts Mills,OR,97375,503-873-9872,503-873-9872,melissa@wurdingermanufacturing.com,http://www.wurdingermanufacturing.com/,"We offer a complete line of nursery equipment, from soil mixing and handling, potting and shifting, to transportation and trimming. We service, design, and place our equipment up and down the West Coast and reaching into the Midwest.",Automated Control Systems; Conveyors; DISCS (also see TILLAGE EQUIPMENT); Hand Carts; Inline Potting System; Soil Mixing Line; Toilet Trailers; Tracking Trailers,wurdinger-manufacturing-inc
Yard 'n Garden Land,Garden Center,,,"Yard 'n Garden Land, 1501 NE 102 St., Vancouver, WA 98686",Vancouver,WA,98686,360-573-7172,360-574-2383,yardngardenland2@gmail.com,http://www.yardngardenland.com/,,,yard_n_garden_land
Yardia,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Yardia, PO Box 16203, Seattle, WA 98116",Seattle,WA,98116,,,hello@yardia.co,https://yardia.co/pages/trade-login,,,yardia
Yoshitomi Bros. Inc.,Grower,,Pacific Northwest,"Yoshitomi Bros. Inc., 31919 SW Peach Cove Rd., West Linn, OR 97068-9412",West Linn,OR,97068-9412,503-656-3179,503-557-0697,info@yoshitomibrothers.com,http://www.yoshitomibrothers.com/,"Yoshitomi Brothers is a family-run business in operation since the 1960s. We are a wholesale grower supplying independent garden centers and landscapers with annuals, perennials, vegetables, herbs, ground covers, grasses and other plant material.",,yoshitomi-bros-inc
Youngblood Nursery Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Youngblood Nursery Inc., PO Box 20250, Keizer, OR 97307-0250",Keizer,OR,97307-0250,503-390-8619,503-390-0028,sales@youngbloodnursery.com,http://www.youngbloodnursery.com/,"We provide exceptional service to you in your search of container grown dwarf conifers, daphne, and other unique and rare ornamental trees and shrubs.",,youngblood-nursery-inc
Zenport Industries,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Europe","Zenport Industries, 15101 SW Oregon St., Sherwood, OR 97140",Sherwood,OR,97140,503-524-7289,866-365-9685,sales@zenportindustries.com,http://www.zenportindustries.com/,"Manufacturer and distributor of manual and battery powered horticulture tools, greenhouses, safety supplies and pressure gauges for the nursery, vineyard, hydroponic and landscape industries.",Bonsai Tools; GRAFTING TOOLS; GREENHOUSE SYSTEMS and SUPPLIES; Hand Pruners (Tools); HYDROPONICS ACCESSORIES; LANDSCAPE CONTRACTOR SUPPLIES; PROTECTIVE and SAFETY ITEMS; PRUNING EQUIPMENT/MACHINES; Ring / Twine Knives (Tools); Vegetable Harvest Knives; VINEYARD TOOLS and SUPPLIES,zenport-industries
eGrow Solutions LLC,"Allied Service or Supplier, Other","Production Services & Supplies, Business Services & Supplies",,"eGrow Solutions LLC, 14845 SW Murray Scholls Dr., Ste. 110, PMB# 608, Beaverton, OR 97007",Beaverton,OR,97007,,,sales@egrowsolutions.com,http://egrowsolutions.com,"eGrow
  Connect is a nursery management system built from the ground up to manage
  business life cylcle from ""seed to sale""
  with intuitive navigation and work flows that mirror your business processes.
  It's lightweight, simple to use, web-based and accessible on the go.",Inventory Management Software,egrow-solutions-llc
